SKU_CD,BRAND_NM,CAT_NM,WK_START_DT,WK_NUM,YR_NUM,CHNL_CD,REG_NM,PLNT_CD,ACTV_SELL_QTY_WK,HIST_AVG_QTY_4WK,UNCNSTND_FCST_QTY_WK,ADJSTD_DMND_QTY_WK,ADJSTD_DMND_QTY_WK4_FCST,ADJSTD_DMND_QTY_WK8_FCST,ADJSTD_DMND_QTY_WK13_FCST,BIAS_PCT,MAPE_PCT,PRMO_FLG,NEW_ITM_FLG,PREV_YR_ACTV_QTY_WK,YOY_DELTA_PCT
RF01012,NatureNosh,Carbonated Soft Drinks,2025-12-19,51,2025,ECOMM,WEST,PLNT_CHI,13876,12494,14941,15279,17218,14727,14541,-0.0892,0.1352,N,N,11933,-0.223
RF01012,NatureNosh,Carbonated Soft Drinks,2025-12-26,52,2025,DRUG_STORE,MIDWEST,PLNT_CHI,14803,15556,14875,14591,15216,12616,11960,-0.0169,0.1445,N,N,16907,0.2002
RF01012,NatureNosh,Carbonated Soft Drinks,2026-01-02,1,2026,DRUG_STORE,SOUTHWEST,PLNT_CHI,14485,15815,13897,14020,13832,11919,14974,0.0177,0.1225,N,N,16369,0.191
RF01012,NatureNosh,Carbonated Soft Drinks,2026-01-09,2,2026,CLUB,WEST,PLNT_CHI,15223,15783,13840,14329,15731,13374,17736,0.0337,0.1794,Y,N,15899,0.0778
RF01012,NatureNosh,Carbonated Soft Drinks,2026-01-16,3,2026,ECOMM,MIDWEST,PLNT_CHI,14415,15408,13612,13551,15206,11591,12312,-0.0804,0.0803,Y,N,14706,0.1261
RF01012,NatureNosh,Carbonated Soft Drinks,2026-01-23,4,2026,ECOMM,SOUTHEAST,PLNT_CHI,14832,15524,14366,14404,15281,15161,11637,0.0615,0.1093,N,N,15951,-0.1276
RF01012,NatureNosh,Carbonated Soft Drinks,2026-01-30,5,2026,ECOMM,WEST,PLNT_CHI,17498,16604,18411,18073,20579,17250,14797,-0.0745,0.0529,N,N,15257,-0.0157
RF01012,NatureNosh,Carbonated Soft Drinks,2026-02-06,6,2026,CLUB,NORTHEAST,PLNT_CHI,13993,15602,12599,11999,12859,10784,12912,-0.0597,0.1043,N,N,12382,0.0587
RF01012,NatureNosh,Carbonated Soft Drinks,2026-02-13,7,2026,ECOMM,MIDWEST,PLNT_CHI,14248,13408,13064,12803,13819,11052,11863,-0.0746,0.0582,N,N,12504,0.1346
RF01012,NatureNosh,Carbonated Soft Drinks,2026-02-20,8,2026,MASS_MERCH,SOUTHWEST,PLNT_CHI,16184,16102,16485,15719,14467,15640,18997,-0.1363,0.1731,N,N,13309,-0.0413
RF01012,NatureNosh,Carbonated Soft Drinks,2026-02-27,9,2026,ECOMM,MIDWEST,PLNT_CHI,13955,14551,14496,13798,15010,15970,12934,0.0064,0.1678,Y,N,14661,0.0215
RF01012,NatureNosh,Carbonated Soft Drinks,2026-03-06,10,2026,CONV_STORE,MIDWEST,PLNT_CHI,15736,15318,16503,17104,18208,15789,13614,-0.067,0.1614,N,N,15893,-0.0407
RF01012,NatureNosh,Carbonated Soft Drinks,2026-03-13,11,2026,ECOMM,NORTHEAST,PLNT_CHI,15418,13706,14655,14057,15290,16360,11690,0.089,0.083,N,N,14353,0.1564
RF01012,NatureNosh,Carbonated Soft Drinks,2026-03-20,12,2026,MASS_MERCH,NORTHEAST,PLNT_CHI,14977,16710,15411,16170,16160,17644,16604,-0.0161,0.2592,N,N,12503,0.0472
RF01012,NatureNosh,Carbonated Soft Drinks,2026-03-27,13,2026,ECOMM,MIDWEST,PLNT_CHI,14540,14611,15481,15190,15890,13667,13007,0.0251,0.1032,N,N,13217,0.184
RF01012,NatureNosh,Carbonated Soft Drinks,2026-04-03,14,2026,ECOMM,MIDWEST,PLNT_CHI,14932,16574,15527,14909,15249,13761,18635,0.053,0.1461,Y,N,17274,-0.1078
RF01012,NatureNosh,Carbonated Soft Drinks,2026-04-10,15,2026,DRUG_STORE,NORTHEAST,PLNT_CHI,14250,12639,16042,15320,13824,14843,17211,0.0135,0.1856,N,N,13427,-0.0667
RF01012,NatureNosh,Carbonated Soft Drinks,2026-04-17,16,2026,DRUG_STORE,WEST,PLNT_CHI,14071,14943,15510,14856,13582,16770,18383,0.0662,0.0551,N,N,13876,0.0662
RF01012,NatureNosh,Carbonated Soft Drinks,2026-04-24,17,2026,DRUG_STORE,SOUTHEAST,PLNT_CHI,14271,15507,15044,15665,16634,16804,18297,0.0766,0.1687,Y,N,13422,-0.0488
RF01012,NatureNosh,Carbonated Soft Drinks,2026-05-01,18,2026,GROCERY,SOUTHWEST,PLNT_CHI,13467,14333,14155,13627,14888,15299,12573,0.0318,0.0572,N,N,13000,-0.1317
RF01012,NatureNosh,Carbonated Soft Drinks,2026-05-08,19,2026,CLUB,WEST,PLNT_CHI,12982,14458,12929,12723,12622,15171,13367,-0.0494,0.0694,Y,N,14224,0.1946
RF01013,RefreshCo,Carbonated Soft Drinks,2025-11-14,46,2025,CONV_STORE,SOUTHWEST,PLNT_DAL,12565,12038,11615,11551,10373,9949,13646,0.0909,0.1278,N,N,10507,-0.0761
RF01013,RefreshCo,Carbonated Soft Drinks,2025-11-21,47,2025,MASS_MERCH,SOUTHEAST,PLNT_DAL,12730,13962,13481,12807,12778,11920,13783,-0.1325,0.0815,N,N,14228,0.0665
RF01013,RefreshCo,Carbonated Soft Drinks,2025-11-28,48,2025,GROCERY,WEST,PLNT_DAL,11544,12753,12461,12978,11448,15506,12513,-0.1419,0.1548,N,N,9480,0.112
RF01013,RefreshCo,Carbonated Soft Drinks,2025-12-05,49,2025,MASS_MERCH,SOUTHWEST,PLNT_DAL,12183,11771,13587,14083,14964,13658,12936,-0.122,0.0764,N,N,12060,0.119
RF01013,RefreshCo,Carbonated Soft Drinks,2025-12-12,50,2025,CLUB,SOUTHEAST,PLNT_DAL,13213,14559,14666,14158,12953,11995,10736,0.093,0.1076,N,N,11017,-0.0963
RF01013,RefreshCo,Carbonated Soft Drinks,2025-12-19,51,2025,DRUG_STORE,WEST,PLNT_DAL,12658,12524,13888,14033,13005,14223,14630,-0.0447,0.0665,Y,N,13052,0.0747
RF01013,RefreshCo,Carbonated Soft Drinks,2025-12-26,52,2025,CONV_STORE,NORTHEAST,PLNT_DAL,13802,13807,13839,13902,15769,14401,15620,-0.0283,0.1721,N,N,15078,0.1298
RF01013,RefreshCo,Carbonated Soft Drinks,2026-01-02,1,2026,ECOMM,NORTHEAST,PLNT_DAL,16046,17119,16306,15618,14739,16549,17207,-0.0036,0.0755,N,N,16771,-0.1189
RF01013,RefreshCo,Carbonated Soft Drinks,2026-01-09,2,2026,ECOMM,MIDWEST,PLNT_DAL,14788,13051,14987,15595,15430,18480,18293,-0.0364,0.1161,N,N,16130,0.0712
RF01013,RefreshCo,Carbonated Soft Drinks,2026-01-16,3,2026,CONV_STORE,WEST,PLNT_DAL,13913,13823,13109,12521,11107,12573,10232,0.0089,0.213,N,N,12662,0.1375
RF01013,RefreshCo,Carbonated Soft Drinks,2026-01-23,4,2026,CLUB,SOUTHWEST,PLNT_DAL,14325,14681,16151,16536,16141,14661,19260,0.1515,0.1233,N,Y,17098,0.1155
RF01013,RefreshCo,Carbonated Soft Drinks,2026-01-30,5,2026,DRUG_STORE,SOUTHWEST,PLNT_DAL,15642,16849,17353,17791,16756,17564,19355,-0.0019,0.1438,N,N,17240,0.2295
RF01013,RefreshCo,Carbonated Soft Drinks,2026-02-06,6,2026,ECOMM,SOUTHEAST,PLNT_DAL,15094,14727,14721,15083,14762,16412,15106,0.0523,0.1942,Y,N,14784,0.2318
RF01013,RefreshCo,Carbonated Soft Drinks,2026-02-13,7,2026,CLUB,MIDWEST,PLNT_DAL,13954,14566,12701,13231,14932,13020,16360,-0.1641,0.1541,N,N,14815,-0.0442
RF01013,RefreshCo,Carbonated Soft Drinks,2026-02-20,8,2026,MASS_MERCH,WEST,PLNT_DAL,13879,14708,15038,15171,14681,16419,12824,0.1071,0.0343,N,Y,11645,-0.0129
RF01013,RefreshCo,Carbonated Soft Drinks,2026-02-27,9,2026,GROCERY,WEST,PLNT_DAL,15759,14697,15299,14829,13404,17448,16282,0.0728,0.1952,N,N,13363,-0.2128
RF01013,RefreshCo,Carbonated Soft Drinks,2026-03-06,10,2026,MASS_MERCH,NORTHEAST,PLNT_DAL,15380,15957,17302,17416,18476,15957,17372,-0.0131,0.1988,N,N,14930,-0.0268
RF01013,RefreshCo,Carbonated Soft Drinks,2026-03-13,11,2026,GROCERY,SOUTHWEST,PLNT_DAL,16296,15605,15326,14673,14394,17585,13012,-0.0582,0.1344,Y,N,14344,-0.0293
RF01013,RefreshCo,Carbonated Soft Drinks,2026-03-20,12,2026,ECOMM,NORTHEAST,PLNT_DAL,14237,12899,14737,14635,16351,15979,11777,0.092,0.19,N,N,16495,0.1091
RF01013,RefreshCo,Carbonated Soft Drinks,2026-03-27,13,2026,CLUB,MIDWEST,PLNT_DAL,15835,17480,16882,16487,18386,17119,16868,0.1121,0.1848,N,N,17614,-0.0114
RF01013,RefreshCo,Carbonated Soft Drinks,2026-04-03,14,2026,DRUG_STORE,NORTHEAST,PLNT_DAL,15330,13502,17453,18007,18501,21163,16930,-0.0773,0.0948,N,N,12819,-0.0704
RF01013,RefreshCo,Carbonated Soft Drinks,2026-04-10,15,2026,CLUB,SOUTHEAST,PLNT_DAL,13019,11708,13213,13565,12560,11326,12935,-0.024,0.1535,N,N,12286,0.2126
RF01013,RefreshCo,Carbonated Soft Drinks,2026-04-17,16,2026,CLUB,WEST,PLNT_DAL,15971,16873,14932,14473,13633,14005,16935,0.0776,0.0762,N,N,18951,-0.0707
RF01013,RefreshCo,Carbonated Soft Drinks,2026-04-24,17,2026,MASS_MERCH,WEST,PLNT_DAL,15626,15017,16880,16720,16706,18018,20287,0.0275,0.1668,N,Y,13385,0.1671
RF01013,RefreshCo,Carbonated Soft Drinks,2026-05-01,18,2026,MASS_MERCH,NORTHEAST,PLNT_DAL,14260,15690,12997,13258,12260,11123,12103,-0.0543,0.138,Y,N,16072,-0.0875
RF01013,RefreshCo,Carbonated Soft Drinks,2026-05-08,19,2026,DRUG_STORE,MIDWEST,PLNT_DAL,15423,16530,14731,15179,16560,18112,16841,0.0781,0.0464,N,N,17498,0.3325
RF01014,CrunchBite,Carbonated Soft Drinks,2025-11-14,46,2025,CLUB,MIDWEST,PLNT_ATL,4678,4252,4375,4337,4440,4279,5380,-0.0199,0.1466,N,N,5197,0.0539
RF01014,CrunchBite,Carbonated Soft Drinks,2025-11-21,47,2025,CLUB,WEST,PLNT_ATL,5449,4803,5148,4936,5481,4828,5814,0.0291,0.133,Y,N,5499,-0.1424
RF01014,CrunchBite,Carbonated Soft Drinks,2025-11-28,48,2025,DRUG_STORE,WEST,PLNT_ATL,4482,4600,4075,3944,4445,4174,4593,0.1191,0.1167,Y,N,4536,0.0494
RF01014,CrunchBite,Carbonated Soft Drinks,2025-12-05,49,2025,CLUB,SOUTHEAST,PLNT_ATL,5557,5905,5751,5589,5320,4994,6551,0.0629,0.0575,N,N,5935,-0.2499
RF01014,CrunchBite,Carbonated Soft Drinks,2025-12-12,50,2025,DRUG_STORE,NORTHEAST,PLNT_ATL,5879,5575,5929,5830,5288,4896,6032,0.0508,0.128,N,N,5256,0.0644
RF01014,CrunchBite,Carbonated Soft Drinks,2025-12-19,51,2025,MASS_MERCH,NORTHEAST,PLNT_ATL,5089,4990,5530,5750,5547,4929,6560,0.0558,0.1598,Y,N,5057,-0.0449
RF01014,CrunchBite,Carbonated Soft Drinks,2025-12-26,52,2025,MASS_MERCH,SOUTHWEST,PLNT_ATL,5769,6361,5848,5782,6170,6129,7326,-0.0084,0.1293,N,N,4930,0.0998
RF01014,CrunchBite,Carbonated Soft Drinks,2026-01-02,1,2026,ECOMM,SOUTHEAST,PLNT_ATL,5948,5478,5864,6090,6609,6470,6541,-0.0512,0.1967,N,N,6797,0.3186
RF01014,CrunchBite,Carbonated Soft Drinks,2026-01-09,2,2026,CLUB,SOUTHWEST,PLNT_ATL,4686,4788,5197,5082,5444,4643,4693,0.0379,0.0089,N,N,4824,-0.0812
RF01014,CrunchBite,Carbonated Soft Drinks,2026-01-16,3,2026,GROCERY,SOUTHWEST,PLNT_ATL,6864,6106,6985,7172,7301,7187,8412,0.0271,0.1485,Y,N,5525,-0.0787
RF01014,CrunchBite,Carbonated Soft Drinks,2026-01-23,4,2026,GROCERY,NORTHEAST,PLNT_ATL,5885,5366,5731,5815,5842,5441,6528,-0.1745,0.1824,Y,N,6524,-0.115
RF01014,CrunchBite,Carbonated Soft Drinks,2026-01-30,5,2026,CLUB,NORTHEAST,PLNT_ATL,6297,6735,6250,6227,6872,5273,7618,-0.038,0.1123,N,N,7420,0.0668
RF01014,CrunchBite,Carbonated Soft Drinks,2026-02-06,6,2026,CLUB,NORTHEAST,PLNT_ATL,5521,5902,5080,5273,5345,6147,4971,-0.0175,0.1759,N,Y,5226,0.0775
RF01014,CrunchBite,Carbonated Soft Drinks,2026-02-13,7,2026,CONV_STORE,SOUTHEAST,PLNT_ATL,5840,5925,6385,6154,6278,6564,7020,-0.0803,0.1217,N,N,6449,-0.2029
RF01014,CrunchBite,Carbonated Soft Drinks,2026-02-20,8,2026,CONV_STORE,MIDWEST,PLNT_ATL,5885,5890,5918,5654,5640,5713,6726,0.1744,0.0474,N,N,5771,0.0676
RF01014,CrunchBite,Carbonated Soft Drinks,2026-02-27,9,2026,MASS_MERCH,SOUTHWEST,PLNT_ATL,5881,6153,6730,6987,6307,6766,5902,0.1082,0.1432,Y,N,5052,0.0275
RF01014,CrunchBite,Carbonated Soft Drinks,2026-03-06,10,2026,CLUB,WEST,PLNT_ATL,6383,7075,5780,5731,6431,5731,5574,0.0638,0.119,Y,Y,7154,0.0151
RF01014,CrunchBite,Carbonated Soft Drinks,2026-03-13,11,2026,CONV_STORE,SOUTHWEST,PLNT_ATL,6466,6211,6754,6859,7094,7440,8204,-0.0634,0.0719,Y,N,5616,0.0745
RF01014,CrunchBite,Carbonated Soft Drinks,2026-03-20,12,2026,CONV_STORE,MIDWEST,PLNT_ATL,6228,6931,6803,6495,6485,5736,8052,0.1119,0.1083,N,N,6708,-0.0555
RF01014,CrunchBite,Carbonated Soft Drinks,2026-03-27,13,2026,MASS_MERCH,SOUTHWEST,PLNT_ATL,6142,5755,5590,5487,5200,4884,5751,-0.02,0.1711,N,N,6239,0.0627
RF01014,CrunchBite,Carbonated Soft Drinks,2026-04-03,14,2026,MASS_MERCH,SOUTHWEST,PLNT_ATL,6373,7016,6380,6379,7152,5609,8064,0.0778,0.0516,N,N,7382,-0.0008
RF01014,CrunchBite,Carbonated Soft Drinks,2026-04-10,15,2026,CLUB,SOUTHWEST,PLNT_ATL,6757,7558,7207,7422,7184,6402,7450,-0.0054,0.2075,Y,Y,7074,0.085
RF01014,CrunchBite,Carbonated Soft Drinks,2026-04-17,16,2026,ECOMM,SOUTHEAST,PLNT_ATL,6216,5956,6539,6339,6865,7045,5411,0.0939,0.221,N,N,7399,0.1571
RF01014,CrunchBite,Carbonated Soft Drinks,2026-04-24,17,2026,CLUB,MIDWEST,PLNT_ATL,5800,5943,5961,5696,5601,6220,5562,0.0772,0.1129,N,N,5673,0.0523
RF01014,CrunchBite,Carbonated Soft Drinks,2026-05-01,18,2026,DRUG_STORE,MIDWEST,PLNT_ATL,5845,6389,6344,6290,5803,6897,7710,-0.0009,0.1117,N,N,5011,-0.083
RF01014,CrunchBite,Carbonated Soft Drinks,2026-05-08,19,2026,ECOMM,SOUTHWEST,PLNT_ATL,5679,5713,5587,5829,5263,5686,7196,0.2456,0.0543,N,N,4854,0.1182
RF01015,RefreshCo,Energy Drinks,2025-11-14,46,2025,DRUG_STORE,WEST,PLNT_CHI,4336,4671,4229,4265,4573,3861,4987,0.1101,0.1488,N,N,3684,0.1235
RF01015,RefreshCo,Energy Drinks,2025-11-21,47,2025,GROCERY,NORTHEAST,PLNT_CHI,4406,4066,4964,5035,5431,5072,6366,-0.0369,0.0738,N,N,3979,-0.0262
RF01015,RefreshCo,Energy Drinks,2025-11-28,48,2025,GROCERY,MIDWEST,PLNT_CHI,4319,4648,4290,4389,4048,3696,4035,-0.1791,0.1434,Y,N,4179,-0.0048
RF01015,RefreshCo,Energy Drinks,2025-12-05,49,2025,ECOMM,SOUTHEAST,PLNT_CHI,5001,4748,5163,5388,5815,4793,4310,-0.0194,0.1212,N,N,5371,-0.1103
RF01015,RefreshCo,Energy Drinks,2025-12-12,50,2025,MASS_MERCH,NORTHEAST,PLNT_CHI,4716,4929,4357,4391,4020,4070,5105,0.1355,0.005,Y,N,4722,0.182
RF01015,RefreshCo,Energy Drinks,2025-12-19,51,2025,ECOMM,WEST,PLNT_CHI,5237,5310,5616,5870,6237,6603,5700,-0.1041,0.1458,Y,Y,4919,0.0099
RF01015,RefreshCo,Energy Drinks,2025-12-26,52,2025,CONV_STORE,SOUTHEAST,PLNT_CHI,5009,4939,5744,5757,6128,4783,6803,-0.0208,0.1404,Y,N,4258,0.273
RF01015,RefreshCo,Energy Drinks,2026-01-02,1,2026,DRUG_STORE,SOUTHWEST,PLNT_CHI,5252,5492,5756,5512,4911,4745,6450,0.0436,0.0991,Y,N,4340,0.0365
RF01015,RefreshCo,Energy Drinks,2026-01-09,2,2026,MASS_MERCH,SOUTHEAST,PLNT_CHI,5002,5340,5652,5485,5783,4558,4536,-0.0965,0.1188,N,N,5712,-0.0567
RF01015,RefreshCo,Energy Drinks,2026-01-16,3,2026,GROCERY,WEST,PLNT_CHI,5422,5428,4972,5130,4803,4580,4613,-0.0882,0.1807,N,N,4801,-0.0463
RF01015,RefreshCo,Energy Drinks,2026-01-23,4,2026,GROCERY,SOUTHEAST,PLNT_CHI,4935,4776,5168,5136,5634,6126,5006,0.0167,0.0589,N,N,4867,0.029
RF01015,RefreshCo,Energy Drinks,2026-01-30,5,2026,GROCERY,MIDWEST,PLNT_CHI,5128,4957,4984,5094,5136,4921,5054,0.0084,0.1121,N,N,4937,-0.1422
RF01015,RefreshCo,Energy Drinks,2026-02-06,6,2026,CLUB,MIDWEST,PLNT_CHI,5869,6371,6594,6793,6294,8148,6864,0.012,0.1709,N,N,5031,0.1191
RF01015,RefreshCo,Energy Drinks,2026-02-13,7,2026,GROCERY,MIDWEST,PLNT_CHI,5262,4759,5953,6237,7069,5916,6644,0.0825,0.1507,N,N,4795,0.0364
RF01015,RefreshCo,Energy Drinks,2026-02-20,8,2026,DRUG_STORE,MIDWEST,PLNT_CHI,5544,5241,6083,6170,6192,6473,5950,-0.0829,0.0717,N,N,4991,0.0494
RF01015,RefreshCo,Energy Drinks,2026-02-27,9,2026,GROCERY,SOUTHWEST,PLNT_CHI,5235,4775,4841,4624,4884,5499,4405,0.0219,0.1051,N,N,4348,-0.0224
RF01015,RefreshCo,Energy Drinks,2026-03-06,10,2026,DRUG_STORE,WEST,PLNT_CHI,5695,6095,5413,5500,5214,5228,6630,-0.1167,0.0218,Y,N,6640,-0.0456
RF01015,RefreshCo,Energy Drinks,2026-03-13,11,2026,ECOMM,MIDWEST,PLNT_CHI,5503,5339,5585,5324,5909,4697,5208,0.0664,0.0972,N,N,5482,0.1501
RF01015,RefreshCo,Energy Drinks,2026-03-20,12,2026,GROCERY,SOUTHWEST,PLNT_CHI,5344,5305,5560,5368,5091,5607,5100,-0.013,0.0744,N,N,5537,-0.1432
RF01015,RefreshCo,Energy Drinks,2026-03-27,13,2026,CLUB,MIDWEST,PLNT_CHI,5903,6341,6174,6337,6203,6227,8084,0.0751,0.1026,Y,N,5459,0.0615
RF01015,RefreshCo,Energy Drinks,2026-04-03,14,2026,ECOMM,MIDWEST,PLNT_CHI,6090,6629,5655,5468,4864,5850,5325,0.0821,0.0575,Y,N,4926,0.0284
RF01015,RefreshCo,Energy Drinks,2026-04-10,15,2026,CLUB,SOUTHEAST,PLNT_CHI,5502,5267,5086,5080,4914,5136,5869,0.115,0.0758,N,N,5495,0.1802
RF01015,RefreshCo,Energy Drinks,2026-04-17,16,2026,GROCERY,MIDWEST,PLNT_CHI,5947,6432,6148,6017,6853,5853,5233,-0.0952,0.1188,N,N,5558,-0.0127
RF01015,RefreshCo,Energy Drinks,2026-04-24,17,2026,CLUB,MIDWEST,PLNT_CHI,6107,6070,5816,5987,6054,5591,6595,0.079,0.0959,N,N,6526,0.1544
RF01015,RefreshCo,Energy Drinks,2026-05-01,18,2026,DRUG_STORE,SOUTHEAST,PLNT_CHI,4957,5109,5101,4941,5196,5598,6162,-0.0286,0.1104,N,N,5763,0.21
RF01015,RefreshCo,Energy Drinks,2026-05-08,19,2026,MASS_MERCH,SOUTHEAST,PLNT_CHI,5975,5343,5677,5655,6073,6282,6771,-0.0314,0.0194,N,N,6801,0.1672
RF01016,ZingEnergy,Energy Drinks,2025-11-14,46,2025,MASS_MERCH,NORTHEAST,PLNT_LAX,5755,5894,5763,5540,5228,6284,5517,-0.0289,0.0603,N,Y,4970,-0.0072
RF01016,ZingEnergy,Energy Drinks,2025-11-21,47,2025,GROCERY,SOUTHWEST,PLNT_LAX,6306,6765,6713,6495,7036,5462,7957,0.0668,0.1003,Y,N,7306,0.1329
RF01016,ZingEnergy,Energy Drinks,2025-11-28,48,2025,MASS_MERCH,NORTHEAST,PLNT_LAX,5837,5692,6478,6700,6890,6767,5453,-0.1269,0.0794,N,N,5828,-0.0957
RF01016,ZingEnergy,Energy Drinks,2025-12-05,49,2025,CLUB,SOUTHWEST,PLNT_LAX,6864,7314,6715,6938,7559,7650,8643,0.0782,0.1257,Y,N,6612,0.0959
RF01016,ZingEnergy,Energy Drinks,2025-12-12,50,2025,ECOMM,SOUTHWEST,PLNT_LAX,6628,6681,7124,6848,6871,6256,6144,-0.0006,0.1272,N,N,6119,-0.0256
RF01016,ZingEnergy,Energy Drinks,2025-12-19,51,2025,GROCERY,SOUTHEAST,PLNT_LAX,6128,5443,6648,6846,6474,6614,7452,-0.1175,0.0804,N,N,5481,-0.2069
RF01016,ZingEnergy,Energy Drinks,2025-12-26,52,2025,CONV_STORE,NORTHEAST,PLNT_LAX,6764,7511,7656,7975,8959,8832,7238,0.0236,0.1425,N,N,7608,-0.0148
RF01016,ZingEnergy,Energy Drinks,2026-01-02,1,2026,DRUG_STORE,SOUTHWEST,PLNT_LAX,6491,6138,5971,6137,6576,7192,5684,-0.0913,0.0013,Y,N,5870,0.166
RF01016,ZingEnergy,Energy Drinks,2026-01-09,2,2026,CLUB,NORTHEAST,PLNT_LAX,7457,7867,7732,7598,8191,8082,6438,0.0539,0.0395,Y,N,6876,0.0998
RF01016,ZingEnergy,Energy Drinks,2026-01-16,3,2026,CLUB,SOUTHEAST,PLNT_LAX,6995,6574,7543,7744,8520,8368,9061,0.0022,0.0911,N,N,7519,0.1641
RF01016,ZingEnergy,Energy Drinks,2026-01-23,4,2026,DRUG_STORE,WEST,PLNT_LAX,7619,7067,7646,7402,6945,8736,9172,-0.1071,0.0693,N,N,6699,-0.0945
RF01016,ZingEnergy,Energy Drinks,2026-01-30,5,2026,GROCERY,MIDWEST,PLNT_LAX,7290,7116,7342,7165,6622,7419,5427,-0.0264,0.018,N,N,7272,0.0066
RF01016,ZingEnergy,Energy Drinks,2026-02-06,6,2026,CLUB,SOUTHWEST,PLNT_LAX,7489,8290,8263,8069,7902,7939,6935,0.0732,0.144,N,N,6531,0.2585
RF01016,ZingEnergy,Energy Drinks,2026-02-13,7,2026,MASS_MERCH,MIDWEST,PLNT_LAX,7538,8399,7227,7191,7417,7665,5720,0.0014,0.0008,N,N,6670,0.0872
RF01016,ZingEnergy,Energy Drinks,2026-02-20,8,2026,GROCERY,MIDWEST,PLNT_LAX,7243,7411,6650,6687,7503,6680,6270,0.0761,0.0498,N,N,8140,-0.0709
RF01016,ZingEnergy,Energy Drinks,2026-02-27,9,2026,MASS_MERCH,WEST,PLNT_LAX,8097,7865,9266,9424,8393,8370,7916,0.0232,0.0654,N,N,8777,0.0449
RF01016,ZingEnergy,Energy Drinks,2026-03-06,10,2026,CONV_STORE,MIDWEST,PLNT_LAX,7342,7012,8403,8402,9417,7792,10206,0.0454,0.0429,N,N,8495,-0.0924
RF01016,ZingEnergy,Energy Drinks,2026-03-13,11,2026,CLUB,SOUTHWEST,PLNT_LAX,7116,7566,6673,6908,6174,6054,6022,0.2568,0.1654,N,N,8525,0.0608
RF01016,ZingEnergy,Energy Drinks,2026-03-20,12,2026,DRUG_STORE,NORTHEAST,PLNT_LAX,7762,7494,8361,8348,9182,9595,6808,0.0098,0.2205,Y,N,7789,0.174
RF01016,ZingEnergy,Energy Drinks,2026-03-27,13,2026,ECOMM,WEST,PLNT_LAX,7522,7676,7867,8238,7636,9636,7253,0.1867,0.0933,N,N,8970,0.0406
RF01016,ZingEnergy,Energy Drinks,2026-04-03,14,2026,GROCERY,NORTHEAST,PLNT_LAX,7915,8730,7333,7203,7200,7843,7234,0.0737,0.0871,N,N,6470,-0.0286
RF01016,ZingEnergy,Energy Drinks,2026-04-10,15,2026,ECOMM,SOUTHEAST,PLNT_LAX,7271,8051,8361,8701,8135,7295,9493,-0.0411,0.111,Y,N,6926,0.0764
RF01016,ZingEnergy,Energy Drinks,2026-04-17,16,2026,MASS_MERCH,SOUTHEAST,PLNT_LAX,7350,8170,8205,7867,7717,7653,8598,0.0497,0.1533,N,N,8043,0.0204
RF01016,ZingEnergy,Energy Drinks,2026-04-24,17,2026,CONV_STORE,WEST,PLNT_LAX,8302,8508,8216,7884,7347,7799,7534,-0.0618,0.1106,Y,N,7864,0.2014
RF01016,ZingEnergy,Energy Drinks,2026-05-01,18,2026,CLUB,SOUTHEAST,PLNT_LAX,7687,6936,7904,8278,8678,9032,10291,0.124,0.0347,Y,N,6393,0.0105
RF01016,ZingEnergy,Energy Drinks,2026-05-08,19,2026,MASS_MERCH,WEST,PLNT_LAX,7513,8386,8047,7886,7816,8170,8217,-0.0441,0.1825,N,N,7406,-0.0315
RF01017,ZingEnergy,Energy Drinks,2025-11-14,46,2025,DRUG_STORE,SOUTHEAST,PLNT_LAX,10969,11676,9916,10154,11011,11578,7859,0.1037,0.039,N,N,12098,0.1341
RF01017,ZingEnergy,Energy Drinks,2025-11-21,47,2025,MASS_MERCH,SOUTHEAST,PLNT_LAX,10519,10118,11881,12249,11028,14615,10870,0.0649,0.0904,Y,N,8471,-0.0735
RF01017,ZingEnergy,Energy Drinks,2025-11-28,48,2025,CLUB,SOUTHWEST,PLNT_LAX,11703,11436,12457,12761,12234,14407,13741,-0.0537,0.0638,N,N,9772,-0.2471
RF01017,ZingEnergy,Energy Drinks,2025-12-05,49,2025,GROCERY,SOUTHEAST,PLNT_LAX,12837,13810,13787,13357,13424,11689,11729,0.0591,0.1849,N,N,14221,-0.1586
RF01017,ZingEnergy,Energy Drinks,2025-12-12,50,2025,DRUG_STORE,SOUTHWEST,PLNT_LAX,13275,12053,14942,15298,15337,17542,16218,0.0872,0.1434,N,N,10661,0.1886
RF01017,ZingEnergy,Energy Drinks,2025-12-19,51,2025,ECOMM,WEST,PLNT_LAX,12169,13569,13533,13853,15788,11554,13324,-0.0724,0.024,N,N,13958,0.0238
RF01017,ZingEnergy,Energy Drinks,2025-12-26,52,2025,CONV_STORE,SOUTHWEST,PLNT_LAX,13336,11796,13924,13998,15554,12100,15118,0.0481,0.0803,N,N,14542,-0.064
RF01017,ZingEnergy,Energy Drinks,2026-01-02,1,2026,ECOMM,SOUTHWEST,PLNT_LAX,12700,12723,13295,13540,12376,12612,15260,0.0365,0.2299,N,N,14203,-0.0167
RF01017,ZingEnergy,Energy Drinks,2026-01-09,2,2026,CLUB,SOUTHWEST,PLNT_LAX,14266,14683,13846,14191,12964,12712,15199,-0.1269,0.1701,N,N,12607,0.1137
