PRMO_ID,SKU_CD,BRAND_NM,CAT_NM,CHNL_CD,REG_NM,PRMO_TYP_CD,PRMO_START_DT,PRMO_END_DT,DSCNT_PCT,BASE_SO_QTY,INCRMNTL_SO_QTY,TOT_SO_QTY,LIFT_FCTR,REV_AMT_USD,COGS_AMT_USD,GP_AMT_USD,GM_PCT,TRADE_SPEND_AMT,ROI_VAL,PRMO_STS_CD,APRVD_FLG
PRMO01117,RF01027,NatureNosh,Salty Snacks,ECOMM,MIDWEST,TPR,2026-01-29,2026-05-12,0.17,17435,4639,22074,1.266,69074.58,38450.14,30624.44,0.4434,2973.14,10.3,CMPLTD,Y
PRMO01118,RF01054,NatureNosh,RTD Juice,CONV_STORE,SOUTHWEST,BOGOF,2025-09-23,2026-05-10,0.14,10894,9312,20206,1.855,43792.45,27140.46,16651.99,0.3802,3285.27,5.069,ACTV,Y
PRMO01119,RF01037,ZingEnergy,Salty Snacks,CONV_STORE,NORTHEAST,BOGOF,2025-11-11,2026-05-10,0.29,17028,22555,39583,2.325,90496.06,59187.15,31308.91,0.346,21061.86,1.487,CMPLTD,Y
PRMO01120,RF01002,ZingEnergy,Carbonated Soft Drinks,CLUB,SOUTHWEST,TPR,2026-03-07,2026-05-12,0.2,17980,23587,41567,2.312,51543.73,30540.18,21003.55,0.4075,7311.97,2.872,CMPLTD,Y
PRMO01121,RF01028,RefreshCo,Salty Snacks,GROCERY,NORTHEAST,TPR,2025-09-26,2026-05-10,0.19,4302,571,4873,1.133,20644.81,13261.53,7383.28,0.3576,567.4,13.012,CMPLTD,Y
PRMO01122,RF01042,NatureNosh,Sweet Snacks,ECOMM,SOUTHEAST,BOGOF,2025-11-29,2026-05-13,0.2,9837,10593,20430,2.077,84989.13,52257.39,32731.74,0.3851,11016.72,2.971,CMPLTD,Y
PRMO01123,RF01052,RefreshCo,Sweet Snacks,MASS_MERCH,WEST,BOGOF,2025-10-03,2026-05-12,0.29,6114,1753,7867,1.287,16198.31,10314.19,5884.12,0.3633,1474.27,3.991,CMPLTD,Y
PRMO01124,RF01013,RefreshCo,Carbonated Soft Drinks,CONV_STORE,WEST,BOGOF,2025-10-12,2026-05-15,0.12,15039,13949,28988,1.928,132652.54,90452.94,42199.6,0.3181,8704.18,4.848,CMPLTD,Y
PRMO01125,RF01008,CrunchBite,Carbonated Soft Drinks,MASS_MERCH,SOUTHEAST,FEAT,2026-03-15,2026-05-09,0.13,18497,18777,37274,2.015,192302.67,108229.14,84073.53,0.4372,14475.19,5.808,CMPLTD,Y
PRMO01126,RF01018,SweetWave,Energy Drinks,MASS_MERCH,SOUTHWEST,FEAT,2025-06-28,2026-05-14,0.19,7211,1298,8509,1.18,23849.66,16184.15,7665.51,0.3214,853.31,8.983,CMPLTD,Y
PRMO01127,RF01015,RefreshCo,Energy Drinks,DRUG_STORE,NORTHEAST,FEAT,2025-08-15,2026-05-15,0.28,11277,10325,21602,1.916,35151.74,22327.21,12824.53,0.3648,6533.66,1.963,CMPLTD,Y
PRMO01128,RF01049,RefreshCo,Sweet Snacks,MASS_MERCH,MIDWEST,COMBO,2025-11-03,2026-05-11,0.32,1360,1671,3031,2.229,10905.32,7099.71,3805.61,0.349,2828.67,1.345,PNDNG,Y
PRMO01129,RF01001,ZingEnergy,Carbonated Soft Drinks,CLUB,SOUTHWEST,DISP,2025-09-09,2026-05-09,0.3,17831,7060,24891,1.396,57499.9,33190.16,24309.74,0.4228,6989.4,3.478,CMPLTD,Y
PRMO01130,RF01056,CrunchBite,RTD Juice,DRUG_STORE,SOUTHWEST,BOGOF,2026-03-16,2026-05-15,0.2,3238,1102,4340,1.341,12778.87,8492.05,4286.82,0.3355,811.07,5.285,PNDNG,Y
PRMO01131,RF01013,RefreshCo,Carbonated Soft Drinks,MASS_MERCH,SOUTHWEST,TPR,2026-03-14,2026-05-11,0.24,6447,1472,7919,1.228,31299.12,17995.7,13303.42,0.425,1837.06,7.242,CMPLTD,Y
PRMO01132,RF01042,NatureNosh,Sweet Snacks,DRUG_STORE,MIDWEST,COMBO,2025-12-24,2026-05-10,0.29,5808,8903,14711,2.533,54314.03,36921.16,17392.87,0.3202,13425.72,1.295,CMPLTD,Y
PRMO01133,RF01027,NatureNosh,Salty Snacks,CONV_STORE,NORTHEAST,TPR,2025-08-15,2026-05-15,0.26,8037,3274,11311,1.407,31557.71,18857.43,12700.28,0.4024,3209.17,3.957,ACTV,Y
PRMO01134,RF01049,RefreshCo,Sweet Snacks,ECOMM,NORTHEAST,FEAT,2026-02-24,2026-05-15,0.16,12226,2996,15222,1.245,67640.82,41769.68,25871.14,0.3825,2535.81,10.202,CMPLTD,Y
PRMO01135,RF01047,SweetWave,Sweet Snacks,CLUB,SOUTHWEST,BOGOF,2025-12-05,2026-05-09,0.23,18690,5054,23744,1.27,26511.06,16348.94,10162.12,0.3833,1685.51,6.029,CMPLTD,Y
PRMO01136,RF01018,SweetWave,Energy Drinks,MASS_MERCH,NORTHEAST,TPR,2025-12-26,2026-05-10,0.13,17274,29304,46578,2.696,140211.54,91223.61,48987.93,0.3494,13180.94,3.717,CMPLTD,Y
PRMO01137,RF01023,RefreshCo,Energy Drinks,DRUG_STORE,SOUTHEAST,BOGOF,2026-01-22,2026-05-12,0.32,9747,17126,26873,2.757,76202.97,43183.75,33019.22,0.4333,22852.93,1.445,CMPLTD,Y
PRMO01138,RF01036,CrunchBite,Salty Snacks,CLUB,WEST,TPR,2025-10-05,2026-05-10,0.19,13939,23197,37136,2.664,83624.37,52050.79,31573.58,0.3776,12252.66,2.577,CMPLTD,Y
PRMO01139,RF01040,SweetWave,Salty Snacks,CONV_STORE,NORTHEAST,COMBO,2025-10-05,2026-05-10,0.16,8773,12442,21215,2.418,32078.41,21206.05,10872.36,0.3389,3583.3,3.034,CMPLTD,Y
PRMO01140,RF01046,SweetWave,Sweet Snacks,CONV_STORE,WEST,BOGOF,2025-08-17,2026-05-12,0.08,14632,6078,20710,1.415,88980.34,50904.96,38075.38,0.4279,2270.74,16.768,CMPLTD,Y
PRMO01141,RF01006,CrunchBite,Carbonated Soft Drinks,CLUB,SOUTHEAST,COMBO,2025-12-07,2026-05-10,0.22,17416,13286,30702,1.763,53882.65,29996.87,23885.78,0.4433,6576.57,3.632,CMPLTD,Y
PRMO01142,RF01045,SweetWave,Sweet Snacks,DRUG_STORE,NORTHEAST,FEAT,2025-05-23,2026-05-09,0.08,15070,13477,28547,1.894,103743.23,66596.01,37147.22,0.3581,4258.73,8.723,CMPLTD,Y
PRMO01143,RF01028,RefreshCo,Salty Snacks,CLUB,SOUTHWEST,TPR,2026-01-11,2026-05-13,0.22,9197,13366,22563,2.453,92045.15,63951.9,28093.25,0.3052,15378.92,1.827,CMPLTD,Y
PRMO01144,RF01007,CrunchBite,Carbonated Soft Drinks,CONV_STORE,WEST,BOGOF,2026-03-18,2026-05-14,0.09,15766,19873,35639,2.261,102810.27,57612.07,45198.2,0.4396,5669.77,7.972,CMPLTD,Y
PRMO01145,RF01043,CrunchBite,Sweet Snacks,GROCERY,MIDWEST,DISP,2026-04-04,2026-05-11,0.05,13820,12296,26116,1.89,68228.22,40363.19,27865.03,0.4084,1690.7,16.481,CMPLTD,N
PRMO01146,RF01053,NatureNosh,Sweet Snacks,GROCERY,SOUTHEAST,DISP,2026-03-12,2026-05-12,0.15,5539,7907,13446,2.428,51319.11,29548.56,21770.55,0.4242,5325.36,4.088,CMPLTD,N
PRMO01147,RF01001,ZingEnergy,Carbonated Soft Drinks,ECOMM,NORTHEAST,DISP,2025-07-04,2026-05-14,0.19,19035,24808,43843,2.303,117194.52,78391.43,38803.09,0.3311,15554.62,2.495,CMPLTD,N
PRMO01148,RF01040,SweetWave,Salty Snacks,ECOMM,NORTHEAST,TPR,2025-10-11,2026-05-13,0.3,8562,11860,20422,2.385,25731.92,14894.11,10837.81,0.4212,6404.4,1.692,CMPLTD,Y
PRMO01149,RF01023,RefreshCo,Energy Drinks,ECOMM,SOUTHEAST,FEAT,2026-03-07,2026-05-15,0.15,3767,3450,7217,1.916,25583.09,15044.35,10538.74,0.4119,2157.97,4.884,PNDNG,Y
PRMO01150,RF01021,NatureNosh,Energy Drinks,ECOMM,SOUTHEAST,DISP,2026-03-25,2026-05-11,0.28,2542,4175,6717,2.642,20216.1,11575.36,8640.74,0.4274,4886.42,1.768,CMPLTD,Y
PRMO01151,RF01046,SweetWave,Sweet Snacks,ECOMM,SOUTHWEST,TPR,2025-08-29,2026-05-12,0.05,16800,17852,34652,2.063,153735.48,89640.4,64095.08,0.4169,4168.44,15.376,CMPLTD,Y
PRMO01152,RF01001,ZingEnergy,Carbonated Soft Drinks,GROCERY,WEST,FEAT,2026-04-01,2026-05-14,0.17,7299,1135,8434,1.156,23101.09,14271.51,8829.58,0.3822,636.74,13.867,CMPLTD,N
PRMO01153,RF01028,RefreshCo,Salty Snacks,MASS_MERCH,WEST,BOGOF,2025-11-25,2026-05-14,0.34,1157,764,1921,1.661,6633.32,3900.43,2732.89,0.412,1358.54,2.012,CMPLTD,Y
PRMO01154,RF01017,ZingEnergy,Energy Drinks,DRUG_STORE,SOUTHWEST,COMBO,2026-04-07,2026-05-15,0.19,4778,6618,11396,2.385,42557.26,28722.29,13834.97,0.3251,5796.71,2.387,CMPLTD,Y
PRMO01155,RF01023,RefreshCo,Energy Drinks,GROCERY,SOUTHWEST,DISP,2026-04-16,2026-05-14,0.25,15910,19883,35793,2.25,111944.14,65484.71,46459.43,0.415,20728.03,2.241,CMPLTD,Y
PRMO01156,RF01030,CrunchBite,Salty Snacks,CONV_STORE,MIDWEST,TPR,2026-05-08,2026-05-13,0.28,15784,10522,26306,1.667,100007.19,62502.58,37504.61,0.375,15555.72,2.411,CMPLTD,Y
PRMO01157,RF01002,ZingEnergy,Carbonated Soft Drinks,MASS_MERCH,NORTHEAST,BOGOF,2026-03-22,2026-05-13,0.34,10944,14134,25078,2.292,25655.49,16901.95,8753.54,0.3412,7448.62,1.175,CMPLTD,Y
PRMO01158,RF01020,ZingEnergy,Energy Drinks,ECOMM,MIDWEST,BOGOF,2025-12-06,2026-05-09,0.19,6314,5822,12136,1.922,18678.52,12457.03,6221.49,0.3331,2101.74,2.96,CMPLTD,Y
PRMO01159,RF01006,CrunchBite,Carbonated Soft Drinks,DRUG_STORE,MIDWEST,COMBO,2025-11-04,2026-05-13,0.34,4522,845,5367,1.187,7971.46,5073.19,2898.27,0.3636,646.43,4.484,CMPLTD,Y
PRMO01160,RF01025,SweetWave,Energy Drinks,MASS_MERCH,SOUTHWEST,BOGOF,2026-01-21,2026-05-13,0.22,16117,5717,21834,1.355,104229.87,64454.45,39775.42,0.3816,7697.37,5.167,CMPLTD,Y
PRMO01161,RF01050,ZingEnergy,Sweet Snacks,CONV_STORE,SOUTHWEST,BOGOF,2025-11-11,2026-05-10,0.22,1810,2514,4324,2.389,13794.48,8846.79,4947.69,0.3587,2262.1,2.187,CMPLTD,Y
PRMO01162,RF01028,RefreshCo,Salty Snacks,DRUG_STORE,NORTHEAST,DISP,2025-08-16,2026-05-14,0.34,6963,11612,18575,2.668,64117.55,42168.47,21949.08,0.3423,20648.46,1.063,PNDNG,Y
PRMO01163,RF01036,CrunchBite,Salty Snacks,DRUG_STORE,SOUTHWEST,BOGOF,2025-10-29,2026-05-12,0.31,2106,2447,4553,2.162,8734.51,5961.07,2773.44,0.3175,2108.82,1.315,CMPLTD,Y
PRMO01164,RF01042,NatureNosh,Sweet Snacks,DRUG_STORE,SOUTHWEST,BOGOF,2026-02-03,2026-05-10,0.17,19513,31576,51089,2.618,220502.9,133721.18,86781.72,0.3936,27913.18,3.109,PNDNG,N
PRMO01165,RF01004,CrunchBite,Carbonated Soft Drinks,CONV_STORE,NORTHEAST,DISP,2025-07-29,2026-05-11,0.18,3798,736,4534,1.194,9369.13,5488.01,3881.12,0.4142,333.85,11.625,CMPLTD,Y
PRMO01166,RF01002,ZingEnergy,Carbonated Soft Drinks,CONV_STORE,SOUTHEAST,DISP,2026-01-10,2026-05-14,0.32,14332,14581,28913,2.017,30474.5,20949.48,9525.02,0.3126,7232.18,1.317,CMPLTD,Y
PRMO01167,RF01003,SweetWave,Carbonated Soft Drinks,CONV_STORE,SOUTHWEST,TPR,2025-10-15,2026-05-09,0.23,5689,2654,8343,1.467,26790.98,15658.46,11132.52,0.4155,2545.45,4.373,ACTV,Y
PRMO01168,RF01028,RefreshCo,Salty Snacks,GROCERY,SOUTHWEST,BOGOF,2025-11-13,2026-05-10,0.13,19546,34681,54227,2.774,246740.13,144092.5,102647.63,0.416,23579.61,4.353,CMPLTD,Y
PRMO01169,RF01040,SweetWave,Salty Snacks,MASS_MERCH,WEST,FEAT,2026-01-04,2026-05-12,0.09,13838,8985,22823,1.649,37384.14,22274.52,15109.62,0.4042,1455.57,10.381,ACTV,Y
PRMO01170,RF01028,RefreshCo,Salty Snacks,CONV_STORE,WEST,COMBO,2025-11-15,2026-05-14,0.32,9680,5144,14824,1.531,52722.46,33391.93,19330.53,0.3666,8609.0,2.245,CMPLTD,N
PRMO01171,RF01046,SweetWave,Sweet Snacks,CONV_STORE,SOUTHEAST,BOGOF,2026-05-05,2026-05-13,0.13,18048,25837,43885,2.432,178303.54,107751.77,70551.77,0.3957,15685.64,4.498,CMPLTD,Y
PRMO01172,RF01055,NatureNosh,RTD Juice,DRUG_STORE,WEST,COMBO,2025-07-31,2026-05-11,0.16,10918,19107,30025,2.75,92561.52,62026.14,30535.38,0.3299,11219.63,2.722,CMPLTD,Y
PRMO01173,RF01029,SweetWave,Salty Snacks,MASS_MERCH,SOUTHEAST,TPR,2026-01-01,2026-05-15,0.06,1898,2379,4277,2.254,16044.35,10562.25,5482.1,0.3417,569.53,9.626,PNDNG,Y
PRMO01174,RF01005,CrunchBite,Carbonated Soft Drinks,ECOMM,WEST,DISP,2025-08-05,2026-05-09,0.34,11683,12294,23977,2.052,68680.13,47277.72,21402.41,0.3116,18141.03,1.18,CMPLTD,Y
PRMO01175,RF01036,CrunchBite,Salty Snacks,CLUB,NORTHEAST,FEAT,2026-02-17,2026-05-09,0.21,6225,10355,16580,2.663,36413.16,21135.92,15277.24,0.4196,6045.25,2.527,CMPLTD,Y
PRMO01176,RF01030,CrunchBite,Salty Snacks,ECOMM,SOUTHWEST,FEAT,2025-12-06,2026-05-15,0.08,6691,7224,13915,2.08,67593.9,46461.14,21132.76,0.3126,3051.42,6.926,CMPLTD,Y
PRMO01177,RF01055,NatureNosh,RTD Juice,GROCERY,MIDWEST,TPR,2026-04-17,2026-05-14,0.2,6988,7136,14124,2.021,41469.18,25737.89,15731.29,0.3793,5237.82,3.003,CMPLTD,Y
PRMO01178,RF01050,ZingEnergy,Sweet Snacks,CLUB,NORTHEAST,TPR,2025-08-31,2026-05-13,0.06,3598,1277,4875,1.355,18745.02,12224.86,6520.16,0.3478,313.38,20.806,CMPLTD,N
PRMO01179,RF01004,CrunchBite,Carbonated Soft Drinks,CLUB,NORTHEAST,TPR,2025-12-22,2026-05-12,0.2,14053,7985,22038,1.568,44429.16,25352.32,19076.84,0.4294,4024.44,4.74,CMPLTD,Y
PRMO01180,RF01023,RefreshCo,Energy Drinks,CLUB,WEST,COMBO,2025-12-30,2026-05-13,0.16,1586,2261,3847,2.426,13476.73,8232.44,5244.29,0.3891,1508.54,3.476,CMPLTD,Y
